"time","log.status.actuals","log.status.forecasts"
516,2.89037175789616;2.89037175789616;2.89037175789616,
517,2.89037175789616;2.89037175789616;2.89037175789616,
518,2.89037175789616;2.89037175789616;2.89037175789616,
519,2.89037175789616;2.89037175789616;2.89037175789616,
520,2.89037175789616;2.89037175789616;2.89037175789616,
521,2.89037175789616;2.89037175789616;2.89037175789616,
522,2.89037175789616;2.89037175789616;2.89037175789616,
523,2.89037175789616;2.89037175789616;2.89037175789616,
524,2.89037175789616;2.89037175789616;2.89037175789616,
525,2.89037175789616;2.89037175789616;2.89037175789616,
526,2.89037175789616;2.89037175789616;2.89037175789616,
527,2.89037175789616;2.89037175789616;2.89037175789616,
528,2.89037175789616;2.89037175789616;2.89037175789616,
529,2.89037175789616;2.89037175789616;2.89037175789616,
530,2.89037175789616;2.89037175789616;2.89037175789616,
531,2.89037175789616;2.89037175789616;2.89037175789616,
532,2.89037175789616;2.89037175789616;2.89037175789616,
533,2.89037175789616;2.89037175789616;2.89037175789616,
534,2.89037175789616;2.89037175789616;2.89037175789616,
535,2.89037175789616;2.89037175789616;2.89037175789616,
536,2.89037175789616;2.89037175789616;2.89037175789616,
537,2.89037175789616;2.89037175789616;2.89037175789616,
538,2.89037175789616;2.89037175789616;2.89037175789616,
539,2.89037175789616;2.89037175789616;2.89037175789616,
540,2.89037175789616;2.89037175789616;2.89037175789616,
541,2.89037175789616;2.89037175789616;2.89037175789616,
542,2.89037175789616;2.89037175789616;2.89037175789616,
543,2.89037175789616;2.89037175789616;2.89037175789616,
544,2.89037175789616;2.89037175789616;2.89037175789616,
545,2.89037175789616;2.89037175789616;2.89037175789616,
546,2.89037175789616;2.89037175789616;2.89037175789616,
547,2.89037175789616;2.89037175789616;2.89037175789616,
548,2.89037175789616;2.89037175789616;2.89037175789616,
549,2.89037175789616;2.89037175789616;2.89037175789616,
550,2.89037175789616;2.89037175789616;2.89037175789616,
551,2.89037175789616;2.89037175789616;2.89037175789616,
552,2.89037175789616;2.89037175789616;2.89037175789616,
553,2.89037175789616;2.89037175789616;2.89037175789616,
554,2.89037175789616;2.89037175789616;2.89037175789616,
555,2.89037175789616;2.89037175789616;2.89037175789616,
556,2.89037175789616;2.89037175789616;2.89037175789616,
557,2.89037175789616;2.89037175789616;2.89037175789616,
558,2.89037175789616;2.89037175789616;2.89037175789616,
559,2.89037175789616;2.89037175789616;2.89037175789616,
560,2.89037175789616;2.89037175789616;2.89037175789616,
561,2.89037175789616;2.89037175789616;2.89037175789616,
562,2.89037175789616;2.89037175789616;2.89037175789616,
563,2.89037175789616;2.89037175789616;2.89037175789616,
564,2.89037175789616;2.89037175789616;2.89037175789616,
565,2.89037175789616;2.89037175789616;2.89037175789616,
566,2.89037175789616;2.89037175789616;2.89037175789616,
567,2.89037175789616;2.89037175789616;2.89037175789616,
568,2.89037175789616;2.89037175789616;2.89037175789616,
569,2.89037175789616;2.89037175789616;2.89037175789616,
570,2.89037175789616;2.89037175789616;2.89037175789616,
571,2.89037175789616;2.89037175789616;2.89037175789616,
572,2.89037175789616;2.89037175789616;2.89037175789616,
573,2.89037175789616;2.89037175789616;2.89037175789616,
574,2.89037175789616;2.89037175789616;2.89037175789616,
575,2.89037175789616;2.89037175789616;2.89037175789616,
576,2.89037175789616;2.89037175789616;2.89037175789616,
577,2.89037175789616;2.89037175789616;2.89037175789616,
578,2.89037175789616;2.89037175789616;2.89037175789616,
579,2.89037175789616;2.89037175789616;2.89037175789616,
580,2.89037175789616;2.89037175789616;2.89037175789616,
581,2.89037175789616;2.89037175789616;2.89037175789616,
582,2.89037175789616;2.89037175789616;2.89037175789616,
583,2.89037175789616;2.89037175789616;2.89037175789616,
584,2.94443897916644;2.94443897916644;2.94443897916644,
585,2.94443897916644;2.94443897916644;2.94443897916644,
586,2.94443897916644;2.94443897916644;2.94443897916644,
587,2.94443897916644;2.94443897916644;2.94443897916644,
588,2.94443897916644;2.94443897916644;2.94443897916644,
589,2.94443897916644;2.94443897916644;2.94443897916644,
590,2.94443897916644;2.94443897916644;2.94443897916644,
591,2.94443897916644;2.94443897916644;2.94443897916644,
592,2.94443897916644;2.94443897916644;2.94443897916644,
593,2.94443897916644;2.94443897916644;2.94443897916644,
594,2.94443897916644;2.94443897916644;2.94443897916644,
595,2.94443897916644;2.94443897916644;2.94443897916644,
596,2.94443897916644;2.94443897916644;2.94443897916644,
597,2.94443897916644;2.94443897916644;2.94443897916644,
598,2.94443897916644;2.94443897916644;2.94443897916644,
599,2.94443897916644;2.94443897916644;2.94443897916644,
600,2.94443897916644;2.94443897916644;2.94443897916644,
601,2.94443897916644;2.94443897916644;2.94443897916644,
602,2.94443897916644;2.94443897916644;2.94443897916644,
603,2.94443897916644;2.94443897916644;2.94443897916644,
604,2.94443897916644;2.94443897916644;2.94443897916644,
605,2.94443897916644;2.94443897916644;2.94443897916644,
606,2.94443897916644;2.94443897916644;2.94443897916644,
607,2.94443897916644;2.94443897916644;2.94443897916644,
608,2.94443897916644;2.94443897916644;2.94443897916644,
609,2.94443897916644;2.94443897916644;2.94443897916644,
610,2.94443897916644;2.94443897916644;2.94443897916644,
611,2.94443897916644;2.94443897916644;2.94443897916644,
612,2.94443897916644;2.94443897916644;2.94443897916644,
613,2.94443897916644;2.94443897916644;2.94443897916644,
614,2.94443897916644;2.94443897916644;2.94443897916644,
615,2.94443897916644;2.94443897916644;2.94443897916644,
616,2.94443897916644;2.94443897916644;2.94443897916644,
617,2.94443897916644;2.94443897916644;2.94443897916644,
618,2.94443897916644;2.94443897916644;2.94443897916644,
619,2.94443897916644;2.94443897916644;2.94443897916644,
620,2.94443897916644;2.94443897916644;2.94443897916644,
621,2.94443897916644;2.94443897916644;2.94443897916644,
622,2.94443897916644;2.94443897916644;2.94443897916644,
623,2.94443897916644;2.94443897916644;2.94443897916644,
624,2.94443897916644;2.94443897916644;2.94443897916644,
625,2.94443897916644;2.94443897916644;2.94443897916644,
626,2.94443897916644;2.94443897916644;2.94443897916644,
627,2.94443897916644;2.94443897916644;2.94443897916644,
628,2.94443897916644;2.94443897916644;2.94443897916644,
629,2.94443897916644;2.94443897916644;2.94443897916644,
630,2.94443897916644;2.94443897916644;2.94443897916644,
631,2.94443897916644;2.94443897916644;2.94443897916644,
632,2.89037175789616;2.89037175789616;2.89037175789616,
633,2.89037175789616;2.89037175789616;2.89037175789616,
634,2.89037175789616;2.89037175789616;2.89037175789616,
635,2.89037175789616;2.89037175789616;2.89037175789616,
636,2.89037175789616;2.89037175789616;2.89037175789616,
637,2.89037175789616;2.89037175789616;2.89037175789616,
638,2.89037175789616;2.89037175789616;2.89037175789616,
639,2.89037175789616;2.89037175789616;2.89037175789616,
640,2.89037175789616;2.89037175789616;2.89037175789616,
641,2.89037175789616;2.89037175789616;2.89037175789616,
642,2.83321334405622;2.83321334405622;2.83321334405622,
643,2.83321334405622;2.83321334405622;2.83321334405622,
644,2.83321334405622;2.83321334405622;2.83321334405622,
645,2.83321334405622;2.83321334405622;2.83321334405622,
646,2.83321334405622;2.83321334405622;2.83321334405622,
647,2.83321334405622;2.83321334405622;2.83321334405622,
648,2.83321334405622;2.83321334405622;2.83321334405622,
649,2.83321334405622;2.83321334405622;2.83321334405622,
650,2.83321334405622;2.83321334405622;2.83321334405622,
651,2.83321334405622;2.83321334405622;2.83321334405622,
652,2.83321334405622;2.83321334405622;2.83321334405622,
653,2.77258872223978;2.77258872223978;2.77258872223978,
654,2.77258872223978;2.77258872223978;2.77258872223978,
655,2.77258872223978;2.77258872223978;2.77258872223978,
656,2.77258872223978;2.77258872223978;2.77258872223978,
657,2.77258872223978;2.77258872223978;2.77258872223978,
658,2.77258872223978;2.77258872223978;2.77258872223978,
659,2.77258872223978;2.77258872223978;2.77258872223978,
660,2.77258872223978;2.77258872223978;2.77258872223978,
661,2.77258872223978;2.77258872223978;2.77258872223978,
662,2.77258872223978;2.77258872223978;2.77258872223978,
663,2.77258872223978;2.77258872223978;2.77258872223978,
664,2.77258872223978;2.77258872223978;2.77258872223978,
665,2.77258872223978;2.77258872223978;2.77258872223978,
666,2.77258872223978;2.77258872223978;2.77258872223978,
667,2.77258872223978;2.77258872223978;2.77258872223978,
668,2.77258872223978;2.77258872223978;2.77258872223978,
669,2.77258872223978;2.77258872223978;2.77258872223978,
670,2.77258872223978;2.77258872223978;2.77258872223978,
671,2.77258872223978;2.77258872223978;2.77258872223978,
672,2.77258872223978;2.77258872223978;2.77258872223978,
673,2.77258872223978;2.77258872223978;2.77258872223978,
674,2.77258872223978;2.77258872223978;2.77258872223978,
675,2.77258872223978;2.77258872223978;2.77258872223978,
676,2.77258872223978;2.77258872223978;2.77258872223978,
677,2.77258872223978;2.77258872223978;2.77258872223978,
678,2.77258872223978;2.77258872223978;2.77258872223978,
679,2.77258872223978;2.77258872223978;2.77258872223978,
680,2.77258872223978;2.77258872223978;2.77258872223978,
681,2.77258872223978;2.77258872223978;2.77258872223978,
682,2.77258872223978;2.77258872223978;2.77258872223978,
683,2.77258872223978;2.77258872223978;2.77258872223978,
684,2.77258872223978;2.77258872223978;2.77258872223978,
685,2.77258872223978;2.77258872223978;2.77258872223978,
686,2.77258872223978;2.77258872223978;2.77258872223978,
687,2.77258872223978;2.77258872223978;2.77258872223978,
688,2.77258872223978;2.77258872223978;2.77258872223978,
689,2.77258872223978;2.77258872223978;2.77258872223978,
690,2.77258872223978;2.77258872223978;2.77258872223978,
691,2.77258872223978;2.77258872223978;2.77258872223978,
692,2.77258872223978;2.77258872223978;2.77258872223978,
693,2.77258872223978;2.77258872223978;2.77258872223978,
694,2.77258872223978;2.77258872223978;2.77258872223978,
695,2.77258872223978;2.77258872223978;2.77258872223978,
696,2.83321334405622;2.83321334405622;2.83321334405622,
697,2.83321334405622;2.83321334405622;2.83321334405622,
698,2.83321334405622;2.83321334405622;2.83321334405622,
699,2.77258872223978;2.77258872223978;2.77258872223978,
700,2.77258872223978;2.77258872223978;2.77258872223978,
701,2.70805020110221;2.70805020110221;2.70805020110221,
702,2.70805020110221;2.70805020110221;2.70805020110221,
703,2.70805020110221;2.70805020110221;2.70805020110221,
704,2.63905732961526;2.63905732961526;2.63905732961526,
705,2.63905732961526;2.63905732961526;2.63905732961526,
706,2.63905732961526;2.63905732961526;2.63905732961526,
707,2.63905732961526;2.63905732961526;2.63905732961526,
708,2.63905732961526;2.63905732961526;2.63905732961526,
709,2.63905732961526;2.63905732961526;2.63905732961526,
710,2.63905732961526;2.63905732961526;2.63905732961526,
711,2.63905732961526;2.63905732961526;2.63905732961526,
712,2.63905732961526;2.63905732961526;2.63905732961526,
713,2.70805020110221;2.70805020110221;2.70805020110221,
714,2.70805020110221;2.70805020110221;2.70805020110221,
715,2.63905732961526;2.63905732961526;2.63905732961526,
716,2.63905732961526;2.63905732961526;2.63905732961526,
717,2.63905732961526;2.63905732961526;2.63905732961526,
718,2.63905732961526;2.63905732961526;2.63905732961526,
719,2.63905732961526;2.63905732961526;2.63905732961526,
720,2.63905732961526;2.63905732961526;2.63905732961526,
721,2.63905732961526;2.63905732961526;2.63905732961526,
722,2.63905732961526;2.63905732961526;2.63905732961526,
723,2.63905732961526;2.63905732961526;2.63905732961526,
724,2.63905732961526;2.63905732961526;2.63905732961526,
725,2.63905732961526;2.63905732961526;2.63905732961526,
726,2.63905732961526;2.63905732961526;2.63905732961526,
727,2.63905732961526;2.63905732961526;2.63905732961526,
728,2.63905732961526;2.63905732961526;2.63905732961526,
729,2.70805020110221;2.70805020110221;2.70805020110221,
730,2.70805020110221;2.70805020110221;2.70805020110221,
731,2.70805020110221;2.70805020110221;2.70805020110221,
732,2.70805020110221;2.70805020110221;2.70805020110221,
733,2.70805020110221;2.70805020110221;2.70805020110221,
734,2.70805020110221;2.70805020110221;2.70805020110221,
735,2.70805020110221;2.70805020110221;2.70805020110221,
736,2.70805020110221;2.70805020110221;2.70805020110221,
737,2.63905732961526;2.63905732961526;2.63905732961526,
738,2.70805020110221;2.70805020110221;2.70805020110221,
739,2.70805020110221;2.70805020110221;2.70805020110221,
740,2.56494935746154;2.56494935746154;2.56494935746154,
741,2.56494935746154;2.56494935746154;2.56494935746154,
742,2.56494935746154;2.56494935746154;2.56494935746154,
743,2.56494935746154;2.56494935746154;2.56494935746154,
744,2.56494935746154;2.56494935746154;2.56494935746154,
745,2.56494935746154;2.56494935746154;2.56494935746154,
746,2.63905732961526;2.63905732961526;2.63905732961526,
747,2.63905732961526;2.63905732961526;2.63905732961526,
748,2.63905732961526;2.63905732961526;2.63905732961526,
749,2.63905732961526;2.63905732961526;2.63905732961526,
750,2.63905732961526;2.63905732961526;2.63905732961526,
751,2.63905732961526;2.63905732961526;2.63905732961526,
752,2.63905732961526;2.63905732961526;2.63905732961526,
753,2.63905732961526;2.63905732961526;2.63905732961526,
754,2.56494935746154;2.56494935746154;2.56494935746154,
755,2.56494935746154;2.56494935746154;2.56494935746154,
756,2.56494935746154;2.56494935746154;2.56494935746154,
757,2.63905732961526;2.63905732961526;2.63905732961526,
758,2.63905732961526;2.63905732961526;2.63905732961526,
759,2.63905732961526;2.63905732961526;2.63905732961526,
760,2.63905732961526;2.63905732961526;2.63905732961526,
761,2.63905732961526;2.63905732961526;2.63905732961526,
762,2.63905732961526;2.63905732961526;2.63905732961526,
763,2.63905732961526;2.63905732961526;2.63905732961526,
764,2.63905732961526;2.63905732961526;2.63905732961526,
765,2.63905732961526;2.63905732961526;2.63905732961526,
766,2.63905732961526;2.63905732961526;2.63905732961526,
767,2.63905732961526;2.63905732961526;2.63905732961526,
768,2.63905732961526;2.63905732961526;2.63905732961526,
769,2.70805020110221;2.70805020110221;2.70805020110221,
770,2.77258872223978;2.77258872223978;2.77258872223978,
771,2.77258872223978;2.77258872223978;2.77258872223978,
772,2.77258872223978;2.77258872223978;2.77258872223978,
773,2.83321334405622;2.83321334405622;2.83321334405622,
774,2.83321334405622;2.83321334405622;2.83321334405622,
775,2.83321334405622;2.83321334405622;2.83321334405622,
776,2.83321334405622;2.83321334405622;2.83321334405622,
777,2.83321334405622;2.83321334405622;2.83321334405622,
778,2.89037175789616;2.89037175789616;2.89037175789616,
779,2.89037175789616;2.89037175789616;2.89037175789616,
780,2.89037175789616;2.89037175789616;2.89037175789616,
781,2.89037175789616;2.89037175789616;2.89037175789616,
782,2.89037175789616;2.89037175789616;2.89037175789616,
783,2.89037175789616;2.89037175789616;2.89037175789616,
784,2.89037175789616;2.89037175789616;2.89037175789616,
785,2.89037175789616;2.89037175789616;2.89037175789616,
786,2.94443897916644;2.94443897916644;2.94443897916644,
787,2.94443897916644;2.94443897916644;2.94443897916644,
788,2.94443897916644;2.94443897916644;2.94443897916644,
789,2.99573227355399;2.99573227355399;2.99573227355399,
790,2.99573227355399;2.99573227355399;2.99573227355399,
791,2.99573227355399;2.99573227355399;2.99573227355399,
792,3.04452243772342;3.04452243772342;3.04452243772342,
793,3.04452243772342;3.04452243772342;3.04452243772342,
794,3.04452243772342;3.04452243772342;3.04452243772342,
795,3.04452243772342;3.04452243772342;3.04452243772342,
796,3.04452243772342;3.04452243772342;3.04452243772342,
797,3.04452243772342;3.04452243772342;3.04452243772342,
798,3.04452243772342;3.04452243772342;3.04452243772342,
799,3.04452243772342;3.04452243772342;3.04452243772342,
800,3.04452243772342;3.04452243772342;3.04452243772342,
801,3.04452243772342;3.04452243772342;3.04452243772342,
802,3.04452243772342;3.04452243772342;3.04452243772342,
803,3.04452243772342;3.04452243772342;3.04452243772342,
804,3.04452243772342;3.04452243772342;3.04452243772342,
805,2.99573227355399;2.99573227355399;2.99573227355399,
806,2.99573227355399;2.99573227355399;2.99573227355399,
807,2.99573227355399;2.99573227355399;2.99573227355399,
